adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001477932-16-013545	936446	PRECISION AEROSPACE COMPONENTS, INC.	5072	US	PA	BENSALEM	19020	351 CAMER DR.		718- 356-150	US	PA	BENSALEM	19020	351 CAMER DR.		US	DE	204763096	JORDAN 1 HOLDINGS CO	20060503	5-SML	0	1231	10-Q	20160930	2016	Q3	20161115	2016-11-15 11:58:00.0	0	1	paos-20160930.xml	1	
0001477932-16-013553	1440799	MMEX RESOURCES CORP	7819	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321		855-880-0400	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321				261749145	MMEX MINING CORP	20110223	5-SML	0	0430	10-Q	20131031	2014	Q2	20161115	2016-11-15 13:22:00.0	0	1	mmex-20131031.xml	1	
0001477932-16-013565	1437925	GOLDEN MATRIX GROUP, INC.	1000	US	CA	LOS ANGELES	90046	1436 N MARTEL AVENUE, UNIT 110		432-242-1325	US	CA	LOS ANGELES	90046	1436 N MARTEL AVENUE, UNIT 110				461814729	SOURCE GOLD CORP.	20091016	5-SML	0	0731	10-K	20160731	2016	FY	20161115	2016-11-15 15:04:00.0	0	1	gmgi-20160731.xml	1	
0001477932-16-013566	1553734	INTERNATIONAL METALS STREAMING CORP.	7500	US	CO	BROOMFIELD	80021	12303 AIRPORT WAY	SUITE 200	(303) 327-14	US	CO	BROOMFIELD	80021	12303 AIRPORT WAY	SUITE 200	US	NV	455634033	GS VALET, INC.	20120706	5-SML	0	1231	10-Q	20160331	2016	Q1	20161115	2016-11-15 15:08:00.0	0	1	imste-20160331.xml	1	
0001477932-16-013571	1553734	INTERNATIONAL METALS STREAMING CORP.	7500	US	CO	BROOMFIELD	80021	12303 AIRPORT WAY	SUITE 200	(303) 327-14	US	CO	BROOMFIELD	80021	12303 AIRPORT WAY	SUITE 200	US	NV	455634033	GS VALET, INC.	20120706	5-SML	0	1231	10-Q	20160630	2016	Q2	20161115	2016-11-15 15:36:00.0	0	1	imste-20160630.xml	1	
0001477932-16-013573	1413547	WRIT MEDIA GROUP, INC.	7812	US	CA	BEVERLY HILLS	90211	8200 WILSHIRE BLVD.	SUITE 200	310-461-3737	US	CA	BEVERLY HILLS	90211	8200 WILSHIRE BLVD.	SUITE 200			562646829	WRITERS GROUP FILM CORP	20070926	5-SML	0	0331	10-Q	20160930	2016	Q2	20161115	2016-11-15 16:05:00.0	0	1	writ-20160930.xml	1	
0001477932-16-013589	1478259	MEDBOOK WORLD, INC	6770	US	CA	CARLSBAD	92010	2629 REGENT ROAD		858-459-1133	US	CA	CARLSBAD	92010	2629 REGENT ROAD		US	DE	000000000			5-SML	0	0930	10-Q	20150331	2015	Q2	20161116	2016-11-15 21:21:00.0	0	1	mboo-20150331.xml	1	
0001477932-16-013593	1386936	GOLD LAKES CORP.	1000	US	OH	BEACHWOOD	44122	3401 ENTERPRISE PARKWAY	SUITE 340	216-916-9303	US	OH	BEACHWOOD	44122	3401 ENTERPRISE PARKWAY	SUITE 340	US	NV	743207964	TNX MAVERICK CORP.	20150716	5-SML	0	0731	10-K/A	20160731	2016	FY	20161116	2016-11-16 13:24:00.0	0	1	gllk-20160731.xml	1	
0001477932-16-013595	1491525	GREENHOUSE SOLUTIONS, INC.	5090	US	CO	GREENWOOD VILLAGE	80111	8400 E. CRESCENT PARKWAY	SUITE 600	970-439-1905	US	CO	GREENWOOD VILLAGE	80111	8400 E. CRESCENT PARKWAY	SUITE 600	US	NV	452094634	GREENHOUSE SOLUTIONS INC.	20100507	5-SML	0	0331	10-Q	20160930	2016	Q2	20161116	2016-11-16 15:26:00.0	0	1	grsu-20160930.xml	1	
0001477932-16-013612	1440799	MMEX RESOURCES CORP	7819	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321		855-880-0400	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321				261749145	MMEX MINING CORP	20110223	5-SML	0	0430	10-Q	20140131	2014	Q3	20161117	2016-11-17 06:10:00.0	0	1	mmex-20140131.xml	1	
0001477932-16-013614	1334126	GUITAMMER CO	3651	US	OH	WESTERVILLE	43082	6117 MAXTOWN RD.		614-898-9370	US	OH	WESTERVILLE	43086	P.O. BOX 82		US	NV	611650777			5-SML	0	1231	10-Q	20160630	2016	Q2	20161117	2016-11-17 09:26:00.0	0	1	gtmm-20160630.xml	1	
0001477932-16-013620	1443863	BIOCORRX INC.	8093	US	CA	ANAHEIM	92806	2390 EAST ORANGEWOOD AVENUE	SUITE 575	(714) 462-48	US	CA	ANAHEIM	92806	2390 EAST ORANGEWOOD AVENUE	SUITE 575	US	NV	261972677	FRESH START PRIVATE MANAGEMENT, INC.	20101115	5-SML	0	1231	10-Q	20160930	2016	Q3	20161117	2016-11-17 14:25:00.0	0	1	bicx-20160930.xml	1	
0001477932-16-013623	1474167	COSMOS HOLDINGS INC.	6500	US	IL	CHICAGO	60604	141 W. JACKSON BLVD	SUITE 4236	312-674-4529	US	IL	CHICAGO	60604	141 W. JACKSON BLVD	SUITE 4236	US	NV	270611758	PRIME ESTATES & DEVELOPMENTS INC	20091008	5-SML	0	1231	10-Q	20160930	2016	Q3	20161117	2016-11-17 14:36:00.0	0	1	cosm-20160930.xml	1	
0001477932-16-013629	1518380	BUSCAR CO	7948	US	CA	MARINA DEL REY	90292	4325 GLENCOE AVE STE C9-9903		(661) 418-78	US	CA	MARINA DEL REY	90292	4325 GLENCOE AVE STE C9-9903				680681435	BUSCAR OIL, INC.	20140717	5-SML	0	0331	10-Q	20160930	2016	Q2	20161117	2016-11-17 16:51:00.0	0	1	cgld-20160930.xml	1	
0001477932-16-013632	1607549	STONY HILL CORP.	3430	US	CA	LOS ANGELES	90064	2355 WESTWOOD BLVD	SUITE 349	(310) 356-73	US	CA	LOS ANGELES	90064	2355 WESTWOOD BLVD	SUITE 349	US	NV	000000000	FIRST FIXTURES, INC.	20140507	5-SML	0	0331	10-Q	20160930	2016	Q2	20161117	2016-11-17 17:04:00.0	0	1	fift-20160930.xml	1	
0001477932-16-013638	1285543	STRIKEFORCE TECHNOLOGIES INC.	7372	US	NJ	EDISON	08837	1090 KING GEORGES POST ROAD		732 661 9641	US	NJ	EDISON	08837	1090 KING GEORGES POST ROAD		US	WY	223827597	STRIKEFORCE TECHNOLOGIES INC	20040331	5-SML	0	1231	10-Q	20160930	2016	Q3	20161117	2016-11-17 17:26:00.0	0	1	sfor-20160930.xml	1	
0001477932-16-013641	1624140	PARAMOUNT SUPPLY INC	3100	LV		VENTSPILS	LV-3601	40 LIELAIS PROSPEKTS		702-509-1266	LV		VENTSPILS	LV-3601	40 LIELAIS PROSPEKTS		US	NV	352515740			5-SML	0	0930	10-K	20160930	2016	FY	20161118	2016-11-17 17:56:00.0	0	1	pgre-20160930.xml	1	
0001477932-16-013648	1655349	MESSAGEBGONE, INC.	7372	US	NV	HENDERSON	89074-7739	2360 CORPORATE CIRCLE	SUITE 400	702-381-5798	US	NV	HENDERSON	89074-7739	2360 CORPORATE CIRCLE	SUITE 400	US	NV	300881998			5-SML	0	0831	10-K	20160831	2016	FY	20161118	2016-11-17 21:02:00.0	0	1	mess-20160831.xml	1	
0001477932-16-013650	1388486	SPOTLIGHT INNOVATION, INC.	2834	US	IA	WEST DES MOINES	50266	6750 WESTOWN PARKWAY	SUITE 200-226	515-274-9087	US	IA	WEST DES MOINES	50266	6750 WESTOWN PARKWAY	SUITE 200-226	US	NV	980518266	AMERICAN EXPLORATION CORP	20080808	5-SML	0	1231	10-Q	20160930	2016	Q3	20161118	2016-11-18 10:28:00.0	0	1	stlt-20160930.xml	1	
0001477932-16-013653	1334126	GUITAMMER CO	3651	US	OH	WESTERVILLE	43082	6117 MAXTOWN RD.		614-898-9370	US	OH	WESTERVILLE	43086	P.O. BOX 82		US	NV	611650777			5-SML	0	1231	10-Q	20160930	2016	Q3	20161118	2016-11-18 11:06:00.0	0	1	gtmm-20160930.xml	1	
0001477932-16-013661	1521466	APEX 2 INC.	6770	US	CA	AZUSA	91702	1300 NORTH VOSBURG DRIVE		612-961-5656	US	CA	AZUSA	91702	1300 NORTH VOSBURG DRIVE		US	DE	800725943			5-SML	0	1231	10-Q	20160930	2016	Q3	20161118	2016-11-18 12:12:00.0	0	1	apex-20160930.xml	1	
0001477932-16-013665	1106645	DEBT RESOLVE INC	7372	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE	SUITE S-223	9149495500	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE	SUITE S-223	US	DE	330889197	LOMBARDIA ACQUISITION CORP	20000214	5-SML	0	1231	10-Q	20160930	2016	Q3	20161118	2016-11-18 12:50:00.0	0	1	drsv-20160930.xml	1	
0001477932-16-013670	1598683	RECURSOS QUELIZ, INC.	1000	DO		PUERTO PLATA	000-000	LAS CAOBAS, 4TH STREET, NO.24		1-809-223-23	DO		PUERTO PLATA	000-000	LAS CAOBAS, 4TH STREET, NO.24		US	NV	000000000			5-SML	0	0831	10-K	20160831	2016	FY	20161118	2016-11-18 13:08:00.0	0	1	recu-20160831.xml	1	
0001477932-16-013672	1553734	INTERNATIONAL METALS STREAMING CORP.	7500	US	CO	BROOMFIELD	80021	12303 AIRPORT WAY	SUITE 200	(303) 327-14	US	CO	BROOMFIELD	80021	12303 AIRPORT WAY	SUITE 200	US	NV	455634033	GS VALET, INC.	20120706	5-SML	0	1231	10-Q	20160930	2016	Q3	20161118	2016-11-18 13:19:00.0	0	1	imste-20160930.xml	1	
0001477932-16-013676	1619055	DOCASA INC.	2030	US	IL	SCHAUMBURG	60195	1901 NORTH ROSELLE ROAD	SUITE 800	630-250-2709	US	IL	SCHAUMBURG	60195	1901 NORTH ROSELLE ROAD	SUITE 800	US	NV	471405387	FWF HOLDINGS INC.	20140909	5-SML	0	0731	10-K/A	20160731	2016	FY	20161118	2016-11-18 15:49:00.0	0	1	fwfh-20160731.xml	1	
0001477932-16-013677	1619055	DOCASA INC.	2030	US	IL	SCHAUMBURG	60195	1901 NORTH ROSELLE ROAD	SUITE 800	630-250-2709	US	IL	SCHAUMBURG	60195	1901 NORTH ROSELLE ROAD	SUITE 800	US	NV	471405387	FWF HOLDINGS INC.	20140909	5-SML	0	0831	10-QT/A	20160831	2017	Q1	20161118	2016-11-18 15:52:00.0	0	1	fwfh-20160831.xml	1	
0001477932-16-013684	1399352	COOL TECHNOLOGIES, INC.	8200	US	FL	TAMPA	33637	8875 HIDDEN RIVER PARKWAY	SUITE 300	813-975-7467	US	FL	TAMPA	33637	8875 HIDDEN RIVER PARKWAY	SUITE 300	US	NV	753076597	HPEV, INC.	20120410	5-SML	0	1231	10-Q	20160930	2016	Q3	20161118	2016-11-18 17:29:00.0	1	1	cool-20160930.xml	1	
0001477932-16-013689	1103833	CROWN EQUITY HOLDINGS, INC.	5734	US	NV	LAS VEGAS	89146	11226 PENTLAND DOWNS ST.		702-448-1543	US	NV	LAS VEGAS	89146	11226 PENTLAND DOWNS ST.		US	NV	330677140	MICRO BIO-MEDICAL WASTE SYSTEMS, INC.	20060523	5-SML	0	1231	10-Q	20160331	2016	Q1	20161121	2016-11-21 06:18:00.0	0	1	crwe-20160331.xml	1	
0001477932-16-013691	1103833	CROWN EQUITY HOLDINGS, INC.	5734	US	NV	LAS VEGAS	89146	11226 PENTLAND DOWNS ST.		702-448-1543	US	NV	LAS VEGAS	89146	11226 PENTLAND DOWNS ST.		US	NV	330677140	MICRO BIO-MEDICAL WASTE SYSTEMS, INC.	20060523	5-SML	0	1231	10-Q	20160630	2016	Q2	20161121	2016-11-21 06:22:00.0	0	1	crwe-20160630.xml	1	
0001477932-16-013693	1103833	CROWN EQUITY HOLDINGS, INC.	5734	US	NV	LAS VEGAS	89146	11226 PENTLAND DOWNS ST.		702-448-1543	US	NV	LAS VEGAS	89146	11226 PENTLAND DOWNS ST.		US	NV	330677140	MICRO BIO-MEDICAL WASTE SYSTEMS, INC.	20060523	5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 06:25:00.0	0	1	crwe-20160930.xml	1	
0001477932-16-013695	1550737	SECTOR 5, INC.	3571	US	VA	ALEXANDRIA	22314	2000 DUKE STREET	SUITE 110	(571) 348-10	US	VA	ALEXANDRIA	22314	2000 DUKE STREET	SUITE 110	US	NV	455042353			5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 08:43:00.0	0	1	sect-20160930.xml	1	
0001477932-16-013699	1128353	ENERTECK CORP	2890	US	TX	STAFFORD	77477	10701 CORPORATE DRIVE, SUITE 150		(281) 240-17	US	TX	STAFFORD	77477	10701 CORPORATE DRIVE, SUITE 150		US	DE	910757753	ENERTECK CHEMICAL CORP	20031126	5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 11:04:00.0	0	1	etck-20160930.xml	1	
0001477932-16-013701	1071840	SOLARWINDOW TECHNOLOGIES, INC.	2860	US	MD	COLUMBIA	21044	10632 LITTLE PATUXENT PARKWAY	SUITE 406	800-213-0689	US	MD	COLUMBIA	21044	10632 LITTLE PATUXENT PARKWAY	SUITE 406	US	NV	593509694	NEW ENERGY TECHNOLOGIES, INC.	20090114	5-SML	0	0831	10-K	20160831	2016	FY	20161121	2016-11-21 13:00:00.0	0	1	wndw-20160831.xml	1	
0001477932-16-013703	1622408	FIRST PRIORITY TAX SOLUTIONS INC.	6500	US	OH	DAYTON	45402	137 N. MAIN STREET	SUITE 200A	859-268-6264	US	OH	DAYTON	45402	137 N. MAIN STREET	SUITE 200A	US	DE	465250836			5-SML	0	0630	10-Q	20160930	2017	Q1	20161121	2016-11-21 14:07:00.0	0	1	fpts-20160930.xml	1	
0001477932-16-013706	1009925	AMERICAN FIBER GREEN PRODUCTS, INC.	3290	US	FL	TAMPA	33619	1618 51ST STREET SOUTH		8132472770	US	FL	TAMPA	33619	1618 51ST STREET SOUTH		US	NV	911705387	AMOUR FIBER CORE INC	19960411	5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 14:39:00.0	0	1	afbg-20160930.xml	1	
0001477932-16-013709	1425627	TRANSBIOTEC, INC.	2721	US	CA	SANTA ANA	92705	400 N. TUSTIN AVE.	SUITE 225	714-667-7139	US	CA	SANTA ANA	92705	400 N. TUSTIN AVE.	SUITE 225	US	DE	260731818	IMAGINE MEDIA LTD	20080130	5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 16:11:00.0	0	1	imle-20160930.xml	1	
0001477932-16-013711	1096938	UNITED HEALTH PRODUCTS, INC.	3842	US	NV	HENDERSON	89052	10624 S. EASTERN AVE	STE. A209	(877) 358-34	US	NV	HENDERSON	89052	10624 S. EASTERN AVE	STE. A209	US	NV	841517723	UNITED ECOENERGY CORP.	20060224	5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 16:31:00.0	0	1	ueec-20160930.xml	1	
0001477932-16-013719	1306035	YUS INTERNATIONAL GROUP LTD	5990	HK		KOWLOON BAY	00000	ROOM A, BLOCK B, 21/F	BILLION CENTRE, 1 WANG KWONG ROAD	852-2889-018	HK		KOWLOON BAY	00000	ROOM A, BLOCK B, 21/F	BILLION CENTRE, 1 WANG KWONG ROAD	US	NV	331013808	ASIAN TRENDS MEDIA HOLDINGS, INC	20090202	5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 16:50:00.0	0	1	yusg-20160930.xml	1	
0001477932-16-013723	1438673	EVERGREEN-AGRA, INC.	8742	US	CA	IRVINE	92612	19800 MACARTHUR SUITE 300		604.764.7646	US	CA	IRVINE	92612	19800 MACARTHUR SUITE 300		US	NY	980460379	SHARPROCK RESOURCES INC.	20110719	5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 16:56:00.0	0	1	egrn-20160930.xml	1	
0001477932-16-013724	1580262	HEALTHTALK LIVE, INC.	7374	US	CA	SANTA MONICA	90405	2667 32ND STREET	SUITE B	(424) 259-35	US	CA	SANTA MONICA	90405	2667 32ND STREET	SUITE B	US	NV	451994478			5-SML	0	0331	10-Q	20160930	2016	Q2	20161121	2016-11-21 17:00:00.0	0	1	hltk-20160930.xml	1	
0001477932-16-013726	1599407	1847 HOLDINGS LLC	8742	US	NY	NEW YORK	10022	590 MADISON AVENUE	18TH FLOOR	212-521-4052	US	NY	NEW YORK	10022	590 MADISON AVENUE	18TH FLOOR	US	DE	383922937			5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 17:05:00.0	0	1	efsh-20160930.xml	1	
0001477932-16-013733	843212	AMERICAN ENERGY GROUP LTD	1311	US	CT	WILTON	06897	20 NOD HILL ROAD		203-222-7315	US	CT	WILTON	06897	20 NOD HILL ROAD		US	NV	870448843	BELIZE AMERICAN CORP INTERNATIONALE	19941004	5-SML	0	0630	10-Q	20160930	2017	Q1	20161121	2016-11-21 17:19:00.0	0	1	aegg-20160930.xml	1	
0001477932-16-013734	1600750	MEDRESPONSE CORP.	7373	US	CA	VAN NUYS	91406	15462 CABRITO ROAD		805-315-3318	US	CA	VAN NUYS	91406	15462 CABRITO ROAD		US	NV	680683374	MERECOT CORP.	20140221	5-SML	0	1231	10-Q	20160930	2016	Q3	20161121	2016-11-21 17:20:00.0	0	1	medr-20160930.xml	1	
0001477932-16-013749	1100734	KINGSMEN CAPITAL GROUP, LTD	5960	SG		PARKVIEW SQUARE	18878	600 NORTH BRIDGE RD #12-02/03		(919) 633-24	SG		PARKVIEW SQUARE	18878	600 NORTH BRIDGE RD #12-02/03		US	NV	870635270	ZENDEX HOLDINGS, INC.	20150814	5-SML	0	1231	10-Q/A	20160930	2016	Q3	20161122	2016-11-21 21:11:00.0	0	1	zndx-20160930.xml	1	
0001477932-16-013773	1584137	ADVANCED ENVIRONMENTAL PETROLEUM PRODUCERS INC.	8742	US	NV	LAS VEGAS	89131	8309 MOUNT LOGAN COURT		702-485-7800	US	NV	LAS VEGAS	89131	8309 MOUNT LOGAN COURT		US	FL	463046340	ELECTRIC VEHICLE RESEARCH CORP	20130808	5-SML	0	1231	10-Q	20160930	2016	Q3	20161122	2016-11-22 12:45:00.0	0	1	aepp-20160930.xml	1	
0001477932-16-013779	1575975	MADISON VENTURES INC.	1000	US	NV	LAS VEGAS	89104	1810 E SAHARA AVE.	SUITE 583	866-239-0577	US	NV	LAS VEGAS	89104	1810 E SAHARA AVE.	SUITE 583			000000000			5-SML	0	0331	10-Q	20160930	2016	Q2	20161122	2016-11-22 14:02:00.0	0	1	mdsv-20160930.xml	1	
0001477932-16-013781	1409253	NORTH AMERICA FRAC SAND, INC.	8742	CA	SK	SASKATOON	S7I 0J9	105TH STREET EAST - UNIT 9B, 318		306.281.7334	CA	SK	SASKATOON	S7I 0J9	105TH STREET EAST - UNIT 9B, 318				208926549	XTERRA BUILDING SYSTEMS, INC.	20141014	5-SML	0	1231	10-Q	20160930	2016	Q3	20161122	2016-11-22 14:43:00.0	0	1	nafs-20160930.xml	1	
0001477932-16-013796	1522787	CYBERFORT SOFTWARE, INC.	5990	US	CA	SAN FRANCISCO	94111	388 MARKET STREET	SUITE 1300	415-295-4507	US	CA	SAN FRANCISCO	94111	388 MARKET STREET	SUITE 1300	US	NV	383832726	PATRIOT BERRY FARMS, INC.	20130219	5-SML	0	0331	10-Q/A	20160930	2016	Q2	20161122	2016-11-22 17:22:00.0	0	1	pbfi-20160930.xml	1	
0001477932-16-013810	1132509	EASON EDUCATION KINGDOM HOLDINGS, INC.	8741	HK		KWUN TONG, KOWLOON	00000	UNIT 19, 35/F, TOWER 1	MILLENNIUM CITY 1, NO. 388 KWUN TONG ROA	85221110810	HK		KWUN TONG, KOWLOON	00000	UNIT 19, 35/F, TOWER 1	MILLENNIUM CITY 1, NO. 388 KWUN TONG ROA	US	NV	880435998	HAN LOGISTICS INC	20010116	5-SML	0	1231	10-Q	20160930	2016	Q3	20161123	2016-11-23 15:23:00.0	0	1	ekkh-20160930.xml	1	
0001477932-16-013812	1591615	POVERTY DIGNIFIED, INC.	3640	US	NC	CHARLOTTE	28226	10617 KETTERING DRIVE	SUITE 219	719-761-1869	US	NC	CHARLOTTE	28226	10617 KETTERING DRIVE	SUITE 219	US	NV	463754609			5-SML	0	0831	10-K	20160831	2016	FY	20161123	2016-11-23 16:14:00.0	0	1	povd-20160831.xml	1	
0001477932-16-013816	1487931	FISION CORP	6770	US	MN	MINNEAPOLIS	55401	430 FIRST AVENUE NORTH	SUITE 620	612-927-3700	US	MN	MINNEAPOLIS	55401	430 FIRST AVENUE NORTH	SUITE 620			272205792	DE ACQUISITION 6, INC.	20100324	5-SML	0	1231	10-Q/A	20160930	2016	Q3	20161123	2016-11-23 17:15:00.0	0	1	fision-20160930.xml	1	
0001477932-16-013822	1369795	GYROTRON TECHNOLOGY INC	3690	US	PA	BRISTOL	19007	2014 FORD RD		215-826-8415	US	PA	BRISTOL	19007	2014 FORD RD		US	DE	000000000			5-SML	0	1231	10-Q	20160930	2016	Q3	20161125	2016-11-23 21:30:00.0	0	1	gyti-20160930.xml	1	
0001477932-16-013849	1071840	SOLARWINDOW TECHNOLOGIES, INC.	2860	US	MD	COLUMBIA	21044	10632 LITTLE PATUXENT PARKWAY	SUITE 406	800-213-0689	US	MD	COLUMBIA	21044	10632 LITTLE PATUXENT PARKWAY	SUITE 406	US	NV	593509694	NEW ENERGY TECHNOLOGIES, INC.	20090114	5-SML	0	0831	POS AM	20160831	2016	FY	20161128	2016-11-28 17:11:00.0	0	1	wndw-20160831.xml	1	
0001477932-16-013850	1071840	SOLARWINDOW TECHNOLOGIES, INC.	2860	US	MD	COLUMBIA	21044	10632 LITTLE PATUXENT PARKWAY	SUITE 406	800-213-0689	US	MD	COLUMBIA	21044	10632 LITTLE PATUXENT PARKWAY	SUITE 406	US	NV	593509694	NEW ENERGY TECHNOLOGIES, INC.	20090114	5-SML	0	0831	POS AM	20160831	2016	FY	20161128	2016-11-28 17:13:00.0	0	1	wndw-20160831.xml	1	
0001477932-16-013860	1622231	EMERALD DATA INC	5020	LV		REZEKNE	LV-4601	ATBRIVOSANAS ALEJA 5		702-757-1148	LV		REZEKNE	LV-4601	ATBRIVOSANAS ALEJA 5		US	NV	352513795			5-SML	0	0831	10-K	20160831	2016	FY	20161129	2016-11-29 12:58:00.0	0	1	emerald-20160831.xml	1	
0001477932-16-013892	1658304	FUNDTHATCOMPANY	7389	US	NV	CARSON CITY	89702	112 NORTH CURRY STREET		877-451-0120	US	NV	CARSON CITY	89702	112 NORTH CURRY STREET		US	NV	474982037			5-SML	0	0930	10-K	20160930	2016	FY	20161130	2016-11-30 16:05:00.0	0	1	fund-20160930.xml	1	
0001477932-16-013900	1478259	MEDBOOK WORLD, INC	6770	US	CA	CARLSBAD	92010	2629 REGENT ROAD		858-459-1133	US	CA	CARLSBAD	92010	2629 REGENT ROAD		US	DE	000000000			5-SML	0	0930	10-Q	20150630	2015	Q3	20161201	2016-12-01 13:20:00.0	0	1	mboo-20150630.xml	1	
0001477932-16-013911	1542335	BLACK STALLION OIL & GAS INC.	1311	US	CA	LOS ANGELES	90071	633 W. 5TH STREET	26TH FLOOR	213-223-2071	US	CA	LOS ANGELES	90071	633 W. 5TH STREET	26TH FLOOR	US	DE	990373017	SECURE IT CORP	20120214	5-SML	0	1231	10-Q	20160930	2016	Q3	20161202	2016-12-02 13:31:00.0	0	1	blkg-20160930.xml	1	
0001477932-16-013913	1106645	DEBT RESOLVE INC	7372	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE	SUITE S-223	9149495500	US	NY	WHITE PLAINS	10604	1133 WESTCHESTER AVENUE	SUITE S-223	US	DE	330889197	LOMBARDIA ACQUISITION CORP	20000214	5-SML	0	1231	10-K/A	20151231	2015	FY	20161202	2016-12-02 16:18:00.0	0	1	drsv-20151231.xml	1	
0001477932-16-013919	1528697	BOOKEDBYUS INC.	5045	US	CA	LOS ANGELES	90036	619 S. RIDGELEY DRIVE		(323) 634-10	US	CA	LOS ANGELES	90036	619 S. RIDGELEY DRIVE		US	NV	261679929			5-SML	0	0831	10-K	20160831	2016	FY	20161205	2016-12-02 19:55:00.0	0	1	bbu-20160831.xml	1	
0001477932-16-013922	1622231	EMERALD DATA INC	5020	LV		REZEKNE	LV-4601	ATBRIVOSANAS ALEJA 5		702-757-1148	LV		REZEKNE	LV-4601	ATBRIVOSANAS ALEJA 5		US	NV	352513795			5-SML	0	0831	POS AM	20160831	2016	FY	20161205	2016-12-02 20:46:00.0	0	1	emerald-20160831.xml	1	
0001477932-16-013924	1440799	MMEX RESOURCES CORP	7819	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321		855-880-0400	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321				261749145	MMEX MINING CORP	20110223	5-SML	0	0430	10-Q	20140731	2015	Q1	20161205	2016-12-05 08:11:00.0	0	1	mmex-20140731.xml	1	
0001477932-16-013928	1440799	MMEX RESOURCES CORP	7819	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321		855-880-0400	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321				261749145	MMEX MINING CORP	20110223	5-SML	0	0430	10-Q	20141031	2015	Q2	20161205	2016-12-05 10:22:00.0	0	1	mmex-20141031.xml	1	
0001477932-16-013931	1327238	COMPASS BIOTECHNOLOGIES INC.	2834	CA	AB	EDMONTON	T6N 1G1	9650 - 20 AVENUE		780-469-2975	CA	AB	EDMONTON	T6N 1G1	9650 - 20 AVENUE		US	NV	470930829	CYPLASIN BIOMEDICAL LTD.	20070221	5-SML	0	0131	10-Q	20111031	2011	Q3	20161205	2016-12-05 15:41:00.0	0	0	cobi-20111031.xml	1	
0001477932-16-013939	1629205	MY CLOUDZ, INC.	7374	US	NV	CARSON CITY	89703-4934	112 NORTH CURRY STREET		775-284-3716	US	NV	CARSON CITY	89703-4934	112 NORTH CURRY STREET		US	NV	364797193			5-SML	0	0831	10-K	20160831	2016	FY	20161206	2016-12-06 06:20:00.0	0	1	mycloudz-20160831.xml	1	
0001477932-16-013943	1440799	MMEX RESOURCES CORP	7819	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321		855-880-0400	US	TX	AUSTIN	78731	3616 FAR WEST BLVD #117-321				261749145	MMEX MINING CORP	20110223	5-SML	0	0430	10-Q	20150131	2015	Q3	20161206	2016-12-06 11:26:00.0	0	1	mmex-20150131.xml	1	
0001477932-16-013956	1556416	BLAKE INSOMNIA THERAPEUTICS, INC.	7200	US	NY	NEW YORK	10001	244, 5TH AVENUE, SUITE A154		(646) 453-49	US	NY	NEW YORK	10001	244, 5TH AVENUE, SUITE A154		US	NV	460780380	BOOK IT LOCAL INC	20120816	5-SML	0	0831	10-K	20160831	2016	FY	20161207	2016-12-07 11:37:00.0	0	1	bkit-20160831.xml	1	
0001477932-16-013969	1440517	GREENFIELD FARMS FOOD, INC.	0200	US	NV	SILVER SPRINGS	89429	2840 HIGHWAY 95 ALT S	SUITE 7	519-872-2539	US	NV	SILVER SPRINGS	89429	2840 HIGHWAY 95 ALT S	SUITE 7	US	NV	000000000	SWEET SPOT GAMES INC	20080722	5-SML	0	1231	10-Q	20160930	2016	Q3	20161208	2016-12-07 18:16:00.0	0	1	gras-20160930.xml	1	
0001477932-16-013999	1519820	JOBBOT INC.	7361	US	NY	BROOKLYN	11204	1730 62ND STREET		7187550943	US	NY	BROOKLYN	11204	1730 62ND STREET		US	NY	451957218			5-SML	0	1231	10-Q	20160930	2016	Q3	20161209	2016-12-09 11:54:00.0	0	1	jbbt-20160930.xml	1	
